[T0] --- GAME START: BLUE ---
[T0] Handoff Spot: (2, 2)
[T206] Bot 3 @ (6,4) -> [WASH P:50]
[T207] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T207] Bot 3 @ (6,4) -> [WASH P:50]
[T208] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T208] Bot 3 @ (6,4) -> [WASH P:50]
[T209] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T209] Bot 3 @ (6,4) -> [WASH P:50]
[T210] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T210] Bot 3 @ (6,4) -> [WASH P:50]
[T211] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T211] Bot 3 @ (6,4) -> [WASH P:50]
[T212] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T212] Bot 3 @ (6,4) -> [WASH P:50]
[T213] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T213] Bot 3 @ (6,4) -> [WASH P:50]
[T214] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T214] Bot 3 @ (6,4) -> [WASH P:50]
[T215] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T215] Bot 3 @ (6,4) -> [WASH P:50]
[T216] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T216] Bot 3 @ (6,4) -> [WASH P:50]
[T217] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T217] Bot 3 @ (6,4) -> [WASH P:50]
[T218] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T218] Bot 3 @ (6,4) -> [WASH P:50]
[T219] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T219] Bot 3 @ (6,4) -> [WASH P:50]
[T220] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T220] Bot 3 @ (6,4) -> [WASH P:50]
[T221] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T221] Bot 3 @ (6,4) -> [WASH P:50]
[T222] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T222] Bot 3 @ (6,4) -> [WASH P:50]
[T223] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T223] Bot 3 @ (6,4) -> [WASH P:50]
[T224] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T224] Bot 3 @ (6,4) -> [WASH P:50]
[T225] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T225] Bot 3 @ (6,4) -> [WASH P:50]
[T226] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T226] Bot 3 @ (6,4) -> [WASH P:50]
[T227] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T227] Bot 3 @ (6,4) -> [WASH P:50]
[T228] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T228] Bot 3 @ (6,4) -> [WASH P:50]
[T229] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T229] Bot 3 @ (6,4) -> [WASH P:50]
[T230] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T230] Bot 3 @ (6,4) -> [WASH P:50]
[T231] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T231] Bot 3 @ (6,4) -> [WASH P:50]
[T232] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T232] Bot 3 @ (6,4) -> [WASH P:50]
[T233] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T233] Bot 3 @ (6,4) -> [WASH P:50]
[T234] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T234] Bot 3 @ (6,4) -> [WASH P:50]
[T235] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T235] Bot 3 @ (6,4) -> [WASH P:50]
[T236] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T236] Bot 3 @ (6,4) -> [WASH P:50]
[T237] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T237] Bot 3 @ (6,4) -> [WASH P:50]
[T238] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T238] Bot 3 @ (6,4) -> [WASH P:50]
[T239] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T239] Bot 3 @ (6,4) -> [WASH P:50]
[T240] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T240] Bot 3 @ (6,4) -> [WASH P:50]
[T241] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T241] Bot 3 @ (6,4) -> [WASH P:50]
[T242] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T242] Bot 3 @ (6,4) -> [WASH P:50]
[T243] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T243] Bot 3 @ (6,4) -> [WASH P:50]
[T244] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T244] Bot 3 @ (6,4) -> [WASH P:50]
[T245] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T245] Bot 3 @ (6,4) -> [WASH P:50]
[T246] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T246] Bot 3 @ (6,4) -> [WASH P:50]
[T247] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T247] Bot 3 @ (6,4) -> [WASH P:50]
[T248] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T248] Bot 3 @ (6,4) -> [WASH P:50]
[T249] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T249] Bot 3 @ (6,4) -> [WASH P:50]
[T250] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T250] Bot 3 @ (6,4) -> [WASH P:50]
[T251] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T251] Bot 3 @ (6,4) -> [WASH P:50]
[T252] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T252] Bot 3 @ (6,4) -> [WASH P:50]
[T253] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T253] Bot 3 @ (6,4) -> [WASH P:50]
[T254] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T254] Bot 3 @ (6,4) -> [WASH P:50]
[T255] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T255] Bot 3 @ (6,4) -> [WASH P:50]
[T256] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T256] Bot 3 @ (6,4) -> [WASH P:50]
[T257] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T257] Bot 3 @ (6,4) -> [WASH P:50]
[T258] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T258] Bot 3 @ (6,4) -> [WASH P:50]
[T259] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T259] Bot 3 @ (6,4) -> [WASH P:50]
[T260] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T260] Bot 3 @ (6,4) -> [WASH P:50]
[T261] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T261] Bot 3 @ (6,4) -> [WASH P:50]
[T262] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T262] Bot 3 @ (6,4) -> [WASH P:50]
[T263] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T263] Bot 3 @ (6,4) -> [WASH P:50]
[T264] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T264] Bot 3 @ (6,4) -> [WASH P:50]
[T265] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T265] Bot 3 @ (6,4) -> [WASH P:50]
[T266] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T266] Bot 3 @ (6,4) -> [WASH P:50]
[T267] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T267] Bot 3 @ (6,4) -> [WASH P:50]
[T268] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T268] Bot 3 @ (6,4) -> [WASH P:50]
[T269] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T269] Bot 3 @ (6,4) -> [WASH P:50]
[T270] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T270] Bot 3 @ (6,4) -> [WASH P:50]
[T271] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T271] Bot 3 @ (6,4) -> [WASH P:50]
[T272] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T272] Bot 3 @ (6,4) -> [WASH P:50]
[T273] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T273] Bot 3 @ (6,4) -> [WASH P:50]
[T274] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T274] Bot 3 @ (6,4) -> [WASH P:50]
[T275] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T275] Bot 3 @ (6,4) -> [WASH P:50]
[T276] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T276] Bot 3 @ (6,4) -> [WASH P:50]
[T277] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T277] Bot 3 @ (6,4) -> [WASH P:50]
[T278] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T278] Bot 3 @ (6,4) -> [WASH P:50]
[T279] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T279] Bot 3 @ (6,4) -> [WASH P:50]
[T280] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T280] Bot 3 @ (6,4) -> [WASH P:50]
[T281] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T281] Bot 3 @ (6,4) -> [WASH P:50]
[T282] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T282] Bot 3 @ (6,4) -> [WASH P:50]
[T283] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T283] Bot 3 @ (6,4) -> [WASH P:50]
[T284] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T284] Bot 3 @ (6,4) -> [WASH P:50]
[T285] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T285] Bot 3 @ (6,4) -> [WASH P:50]
[T286] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T286] Bot 3 @ (6,4) -> [WASH P:50]
[T287] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T287] Bot 3 @ (6,4) -> [WASH P:50]
[T288] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T288] Bot 3 @ (6,4) -> [WASH P:50]
[T289] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T289] Bot 3 @ (6,4) -> [WASH P:50]
[T290] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T290] Bot 3 @ (6,4) -> [WASH P:50]
[T291] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T291] Bot 3 @ (6,4) -> [WASH P:50]
[T292] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T292] Bot 3 @ (6,4) -> [WASH P:50]
[T293] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T293] Bot 3 @ (6,4) -> [WASH P:50]
[T294] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T294] Bot 3 @ (6,4) -> [WASH P:50]
[T295] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T295] Bot 3 @ (6,4) -> [WASH P:50]
[T296] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T296] Bot 3 @ (6,4) -> [WASH P:50]
[T297] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T297] Bot 3 @ (6,4) -> [WASH P:50]
[T298] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T298] Bot 3 @ (6,4) -> [WASH P:50]
[T299] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T299] Bot 3 @ (6,4) -> [WASH P:50]
[T300] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T300] Bot 3 @ (6,4) -> [WASH P:50]
[T301] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T301] Bot 3 @ (6,4) -> [WASH P:50]
[T302] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T302] Bot 3 @ (6,4) -> [WASH P:50]
[T303] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T303] Bot 3 @ (6,4) -> [WASH P:50]
[T304] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T304] Bot 3 @ (6,4) -> [WASH P:50]
[T305] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T305] Bot 3 @ (6,4) -> [WASH P:50]
[T306] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T306] Bot 3 @ (6,4) -> [WASH P:50]
[T307] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T307] Bot 3 @ (6,4) -> [WASH P:50]
[T308] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T308] Bot 3 @ (6,4) -> [WASH P:50]
[T309] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T309] Bot 3 @ (6,4) -> [WASH P:50]
[T310] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T310] Bot 3 @ (6,4) -> [WASH P:50]
[T311] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T311] Bot 3 @ (6,4) -> [WASH P:50]
[T312] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T312] Bot 3 @ (6,4) -> [WASH P:50]
[T313] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T313] Bot 3 @ (6,4) -> [WASH P:50]
[T314] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T314] Bot 3 @ (6,4) -> [WASH P:50]
[T315] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T315] Bot 3 @ (6,4) -> [WASH P:50]
[T316] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T316] Bot 3 @ (6,4) -> [WASH P:50]
[T317] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T317] Bot 3 @ (6,4) -> [WASH P:50]
[T318] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T318] Bot 3 @ (6,4) -> [WASH P:50]
[T319] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T319] Bot 3 @ (6,4) -> [WASH P:50]
[T320] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T320] Bot 3 @ (6,4) -> [WASH P:50]
[T321] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T321] Bot 3 @ (6,4) -> [WASH P:50]
[T322] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T322] Bot 3 @ (6,4) -> [WASH P:50]
[T323] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T323] Bot 3 @ (6,4) -> [WASH P:50]
[T324] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T324] Bot 3 @ (6,4) -> [WASH P:50]
[T325] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T325] Bot 3 @ (6,4) -> [WASH P:50]
[T326] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T326] Bot 3 @ (6,4) -> [WASH P:50]
[T327] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T327] Bot 3 @ (6,4) -> [WASH P:50]
[T328] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T328] Bot 3 @ (6,4) -> [WASH P:50]
[T329] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T329] Bot 3 @ (6,4) -> [WASH P:50]
[T330] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T330] Bot 3 @ (6,4) -> [WASH P:50]
[T331] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T331] Bot 3 @ (6,4) -> [WASH P:50]
[T332] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T332] Bot 3 @ (6,4) -> [WASH P:50]
[T333] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T333] Bot 3 @ (6,4) -> [WASH P:50]
[T334] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T334] Bot 3 @ (6,4) -> [WASH P:50]
[T335] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T335] Bot 3 @ (6,4) -> [WASH P:50]
[T336] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T336] Bot 3 @ (6,4) -> [WASH P:50]
[T337] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T337] Bot 3 @ (6,4) -> [WASH P:50]
[T338] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T338] Bot 3 @ (6,4) -> [WASH P:50]
[T339] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T339] Bot 3 @ (6,4) -> [WASH P:50]
[T340] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T340] Bot 3 @ (6,4) -> [WASH P:50]
[T341] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T341] Bot 3 @ (6,4) -> [WASH P:50]
[T342] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T342] Bot 3 @ (6,4) -> [WASH P:50]
[T343] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T343] Bot 3 @ (6,4) -> [WASH P:50]
[T344] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T344] Bot 3 @ (6,4) -> [WASH P:50]
[T345] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T345] Bot 3 @ (6,4) -> [WASH P:50]
[T346] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T346] Bot 3 @ (6,4) -> [WASH P:50]
[T347] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T347] Bot 3 @ (6,4) -> [WASH P:50]
[T348] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T348] Bot 3 @ (6,4) -> [WASH P:50]
[T349] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T349] Bot 3 @ (6,4) -> [WASH P:50]
[T350] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T350] Bot 3 @ (6,4) -> [WASH P:50]
[T351] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T351] Bot 3 @ (6,4) -> [WASH P:50]
[T352] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T352] Bot 3 @ (6,4) -> [WASH P:50]
[T353] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T353] Bot 3 @ (6,4) -> [WASH P:50]
[T354] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T354] Bot 3 @ (6,4) -> [WASH P:50]
[T355] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T355] Bot 3 @ (6,4) -> [WASH P:50]
[T356] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T356] Bot 3 @ (6,4) -> [WASH P:50]
[T357] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T357] Bot 3 @ (6,4) -> [WASH P:50]
[T358] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T358] Bot 3 @ (6,4) -> [WASH P:50]
[T359] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T359] Bot 3 @ (6,4) -> [WASH P:50]
[T360] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T360] Bot 3 @ (6,4) -> [WASH P:50]
[T361] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T361] Bot 3 @ (6,4) -> [WASH P:50]
[T362] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T362] Bot 3 @ (6,4) -> [WASH P:50]
[T363] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T363] Bot 3 @ (6,4) -> [WASH P:50]
[T364] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T364] Bot 3 @ (6,4) -> [WASH P:50]
[T365] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T365] Bot 3 @ (6,4) -> [WASH P:50]
[T366] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T366] Bot 3 @ (6,4) -> [WASH P:50]
[T367] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T367] Bot 3 @ (6,4) -> [WASH P:50]
[T368] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T368] Bot 3 @ (6,4) -> [WASH P:50]
[T369] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T369] Bot 3 @ (6,4) -> [WASH P:50]
[T370] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T370] Bot 3 @ (6,4) -> [WASH P:50]
[T371] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T371] Bot 3 @ (6,4) -> [WASH P:50]
[T372] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T372] Bot 3 @ (6,4) -> [WASH P:50]
[T373] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T373] Bot 3 @ (6,4) -> [WASH P:50]
[T374] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T374] Bot 3 @ (6,4) -> [WASH P:50]
[T375] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T375] Bot 3 @ (6,4) -> [WASH P:50]
[T376] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T376] Bot 3 @ (6,4) -> [WASH P:50]
[T377] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T377] Bot 3 @ (6,4) -> [WASH P:50]
[T378] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T378] Bot 3 @ (6,4) -> [WASH P:50]
[T379] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T379] Bot 3 @ (6,4) -> [WASH P:50]
[T380] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T380] Bot 3 @ (6,4) -> [WASH P:50]
[T381] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T381] Bot 3 @ (6,4) -> [WASH P:50]
[T382] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T382] Bot 3 @ (6,4) -> [WASH P:50]
[T383] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T383] Bot 3 @ (6,4) -> [WASH P:50]
[T384] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T384] Bot 3 @ (6,4) -> [WASH P:50]
[T385] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T385] Bot 3 @ (6,4) -> [WASH P:50]
[T386] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T386] Bot 3 @ (6,4) -> [WASH P:50]
[T387] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T387] Bot 3 @ (6,4) -> [WASH P:50]
[T388] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T388] Bot 3 @ (6,4) -> [WASH P:50]
[T389] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T389] Bot 3 @ (6,4) -> [WASH P:50]
[T390] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T390] Bot 3 @ (6,4) -> [WASH P:50]
[T391] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T391] Bot 3 @ (6,4) -> [WASH P:50]
[T392] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T392] Bot 3 @ (6,4) -> [WASH P:50]
[T393] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T393] Bot 3 @ (6,4) -> [WASH P:50]
[T394] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T394] Bot 3 @ (6,4) -> [WASH P:50]
[T395] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T395] Bot 3 @ (6,4) -> [WASH P:50]
[T396] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T396] Bot 3 @ (6,4) -> [WASH P:50]
[T397] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T397] Bot 3 @ (6,4) -> [WASH P:50]
[T398] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T398] Bot 3 @ (6,4) -> [WASH P:50]
[T399] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T399] Bot 3 @ (6,4) -> [WASH P:50]
[T400] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T400] Bot 3 @ (6,4) -> [WASH P:50]
[T401] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T401] Bot 3 @ (6,4) -> [WASH P:50]
[T402] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T402] Bot 3 @ (6,4) -> [WASH P:50]
[T403] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T403] Bot 3 @ (6,4) -> [WASH P:50]
[T404] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T404] Bot 3 @ (6,4) -> [WASH P:50]
[T405] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T405] Bot 3 @ (6,4) -> [WASH P:50]
[T406] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T406] Bot 3 @ (6,4) -> [WASH P:50]
[T407] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T407] Bot 3 @ (6,4) -> [WASH P:50]
[T408] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T408] Bot 3 @ (6,4) -> [WASH P:50]
[T409] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T409] Bot 3 @ (6,4) -> [WASH P:50]
[T410] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T410] Bot 3 @ (6,4) -> [WASH P:50]
[T411] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T411] Bot 3 @ (6,4) -> [WASH P:50]
[T412] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T412] Bot 3 @ (6,4) -> [WASH P:50]
[T413] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T413] Bot 3 @ (6,4) -> [WASH P:50]
[T414] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T414] Bot 3 @ (6,4) -> [WASH P:50]
[T415] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T415] Bot 3 @ (6,4) -> [WASH P:50]
[T416] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T416] Bot 3 @ (6,4) -> [WASH P:50]
[T417] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T417] Bot 3 @ (6,4) -> [WASH P:50]
[T418] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T418] Bot 3 @ (6,4) -> [WASH P:50]
[T419] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T419] Bot 3 @ (6,4) -> [WASH P:50]
[T420] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T420] Bot 3 @ (6,4) -> [WASH P:50]
[T421] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T421] Bot 3 @ (6,4) -> [WASH P:50]
[T422] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T422] Bot 3 @ (6,4) -> [WASH P:50]
[T423] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T423] Bot 3 @ (6,4) -> [WASH P:50]
[T424] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T424] Bot 3 @ (6,4) -> [WASH P:50]
[T425] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T425] Bot 3 @ (6,4) -> [WASH P:50]
[T426] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T426] Bot 3 @ (6,4) -> [WASH P:50]
[T427] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T427] Bot 3 @ (6,4) -> [WASH P:50]
[T428] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T428] Bot 3 @ (6,4) -> [WASH P:50]
[T429] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T429] Bot 3 @ (6,4) -> [WASH P:50]
[T430] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
[T430] Bot 3 @ (6,4) -> [WASH P:50]
[T431] Bot 2 @ (3,4) -> [BUY_PLATE P:1900]
